date,sku,units,price,on_promotion
2022-04-09,SKU-ALPHA,211.0,24.99,False
2022-04-10,SKU-ALPHA,209.0,24.99,False
2022-04-11,SKU-ALPHA,244.0,24.99,False
2022-04-12,SKU-ALPHA,189.0,24.99,False
2022-04-13,SKU-ALPHA,254.0,24.99,False
2022-04-14,SKU-ALPHA,204.0,24.99,False
2022-04-15,SKU-ALPHA,272.0,24.99,False
2022-04-16,SKU-ALPHA,243.0,24.99,False
2022-04-17,SKU-ALPHA,255.0,24.99,False
2022-04-18,SKU-ALPHA,244.0,24.99,False
2022-04-19,SKU-ALPHA,206.0,24.99,False
2022-04-20,SKU-ALPHA,268.0,24.99,False
2022-04-21,SKU-ALPHA,280.0,24.99,False
2022-04-22,SKU-ALPHA,258.0,24.99,False
2022-04-23,SKU-ALPHA,261.0,24.99,False
2022-04-24,SKU-ALPHA,239.0,24.99,False
2022-04-25,SKU-ALPHA,224.0,24.99,False
2022-04-26,SKU-ALPHA,267.0,24.99,False
2022-04-27,SKU-ALPHA,233.0,24.99,False
2022-04-28,SKU-ALPHA,251.0,24.99,False
2022-04-29,SKU-ALPHA,245.0,24.99,False
2022-04-30,SKU-ALPHA,258.0,24.99,False
2022-05-01,SKU-ALPHA,219.0,24.99,False
2022-05-02,SKU-ALPHA,278.0,24.99,False
2022-05-03,SKU-ALPHA,244.0,24.99,False
2022-05-04,SKU-ALPHA,271.0,24.99,False
2022-05-05,SKU-ALPHA,257.0,24.99,False
2022-05-06,SKU-ALPHA,365.0,21.24,True
2022-05-07,SKU-ALPHA,390.0,21.24,True
2022-05-08,SKU-ALPHA,346.0,21.24,True
2022-05-09,SKU-ALPHA,369.0,21.24,True
2022-05-10,SKU-ALPHA,352.0,21.24,True
2022-05-11,SKU-ALPHA,358.0,21.24,True
2022-05-12,SKU-ALPHA,330.0,21.24,True
2022-05-13,SKU-ALPHA,253.0,24.99,False
2022-05-14,SKU-ALPHA,323.0,24.99,False
2022-05-15,SKU-ALPHA,239.0,24.99,False
2022-05-16,SKU-ALPHA,233.0,24.99,False
2022-05-17,SKU-ALPHA,263.0,24.99,False
2022-05-18,SKU-ALPHA,290.0,24.99,False
2022-05-19,SKU-ALPHA,229.0,24.99,False
2022-05-20,SKU-ALPHA,271.0,24.99,False
2022-05-21,SKU-ALPHA,269.0,24.99,False
2022-05-22,SKU-ALPHA,217.0,24.99,False
2022-05-23,SKU-ALPHA,278.0,24.99,False
2022-05-24,SKU-ALPHA,257.0,24.99,False
2022-05-25,SKU-ALPHA,262.0,24.99,False
2022-05-26,SKU-ALPHA,249.0,24.99,False
2022-05-27,SKU-ALPHA,291.0,24.99,False
2022-05-28,SKU-ALPHA,274.0,24.99,False
2022-05-29,SKU-ALPHA,257.0,24.99,False
2022-05-30,SKU-ALPHA,237.0,24.99,False
2022-05-31,SKU-ALPHA,232.0,24.99,False
2022-06-01,SKU-ALPHA,294.0,24.99,False
2022-06-02,SKU-ALPHA,257.0,24.99,False
2022-06-03,SKU-ALPHA,289.0,24.99,False
2022-06-04,SKU-ALPHA,290.0,24.99,False
2022-06-05,SKU-ALPHA,252.0,24.99,False
2022-06-06,SKU-ALPHA,253.0,24.99,False
2022-06-07,SKU-ALPHA,277.0,24.99,False
2022-06-08,SKU-ALPHA,257.0,24.99,False
2022-06-09,SKU-ALPHA,267.0,24.99,False
2022-06-10,SKU-ALPHA,284.0,24.99,False
2022-06-11,SKU-ALPHA,323.0,24.99,False
2022-06-12,SKU-ALPHA,280.0,24.99,False
2022-06-13,SKU-ALPHA,276.0,24.99,False
2022-06-14,SKU-ALPHA,250.0,24.99,False
2022-06-15,SKU-ALPHA,233.0,24.99,False
2022-06-16,SKU-ALPHA,295.0,24.99,False
2022-06-17,SKU-ALPHA,309.0,24.99,False
2022-06-18,SKU-ALPHA,290.0,24.99,False
2022-06-19,SKU-ALPHA,278.0,24.99,False
2022-06-20,SKU-ALPHA,287.0,24.99,False
2022-06-21,SKU-ALPHA,284.0,24.99,False
2022-06-22,SKU-ALPHA,288.0,24.99,False
2022-06-23,SKU-ALPHA,262.0,24.99,False
2022-06-24,SKU-ALPHA,324.0,24.99,False
2022-06-25,SKU-ALPHA,261.0,24.99,False
2022-06-26,SKU-ALPHA,286.0,24.99,False
2022-06-27,SKU-ALPHA,280.0,24.99,False
2022-06-28,SKU-ALPHA,286.0,24.99,False
2022-06-29,SKU-ALPHA,311.0,24.99,False
2022-06-30,SKU-ALPHA,309.0,24.99,False
2022-07-01,SKU-ALPHA,256.0,24.99,False
2022-07-02,SKU-ALPHA,361.0,21.24,True
2022-07-03,SKU-ALPHA,413.0,21.24,True
2022-07-04,SKU-ALPHA,353.0,21.24,True
2022-07-05,SKU-ALPHA,383.0,21.24,True
2022-07-06,SKU-ALPHA,286.0,24.99,False
2022-07-07,SKU-ALPHA,232.0,24.99,False
2022-07-08,SKU-ALPHA,231.0,24.99,False
2022-07-09,SKU-ALPHA,300.0,24.99,False
2022-07-10,SKU-ALPHA,266.0,24.99,False
2022-07-11,SKU-ALPHA,261.0,24.99,False
2022-07-12,SKU-ALPHA,264.0,24.99,False
2022-07-13,SKU-ALPHA,244.0,24.99,False
2022-07-14,SKU-ALPHA,234.0,24.99,False
2022-07-15,SKU-ALPHA,279.0,24.99,False
2022-07-16,SKU-ALPHA,266.0,24.99,False
2022-07-17,SKU-ALPHA,224.0,24.99,False
2022-07-18,SKU-ALPHA,278.0,24.99,False
2022-07-19,SKU-ALPHA,261.0,24.99,False
2022-07-20,SKU-ALPHA,273.0,24.99,False
2022-07-21,SKU-ALPHA,245.0,24.99,False
2022-07-22,SKU-ALPHA,265.0,24.99,False
2022-07-23,SKU-ALPHA,264.0,24.99,False
2022-07-24,SKU-ALPHA,241.0,24.99,False
2022-07-25,SKU-ALPHA,268.0,24.99,False
2022-07-26,SKU-ALPHA,242.0,24.99,False
2022-07-27,SKU-ALPHA,270.0,24.99,False
2022-07-28,SKU-ALPHA,399.0,21.24,True
2022-07-29,SKU-ALPHA,478.0,21.24,True
2022-07-30,SKU-ALPHA,364.0,21.24,True
2022-07-31,SKU-ALPHA,406.0,21.24,True
2022-08-01,SKU-ALPHA,259.0,24.99,False
2022-08-02,SKU-ALPHA,257.0,24.99,False
2022-08-03,SKU-ALPHA,225.0,24.99,False
2022-08-04,SKU-ALPHA,254.0,24.99,False
2022-08-05,SKU-ALPHA,295.0,24.99,False
2022-08-06,SKU-ALPHA,282.0,24.99,False
2022-08-07,SKU-ALPHA,258.0,24.99,False
2022-08-08,SKU-ALPHA,251.0,24.99,False
2022-08-09,SKU-ALPHA,281.0,24.99,False
2022-08-10,SKU-ALPHA,255.0,24.99,False
2022-08-11,SKU-ALPHA,210.0,24.99,False
2022-08-12,SKU-ALPHA,256.0,24.99,False
2022-08-13,SKU-ALPHA,231.0,24.99,False
2022-08-14,SKU-ALPHA,179.0,24.99,False
2022-08-15,SKU-ALPHA,243.0,24.99,False
2022-08-16,SKU-ALPHA,281.0,24.99,False
2022-08-17,SKU-ALPHA,253.0,24.99,False
2022-08-18,SKU-ALPHA,231.0,24.99,False
2022-08-19,SKU-ALPHA,246.0,24.99,False
2022-08-20,SKU-ALPHA,305.0,24.99,False
2022-08-21,SKU-ALPHA,253.0,24.99,False
2022-08-22,SKU-ALPHA,252.0,24.99,False
2022-08-23,SKU-ALPHA,246.0,24.99,False
2022-08-24,SKU-ALPHA,249.0,24.99,False
2022-08-25,SKU-ALPHA,272.0,24.99,False
2022-08-26,SKU-ALPHA,278.0,24.99,False
2022-08-27,SKU-ALPHA,278.0,24.99,False
2022-08-28,SKU-ALPHA,222.0,24.99,False
2022-08-29,SKU-ALPHA,258.0,24.99,False
2022-08-30,SKU-ALPHA,228.0,24.99,False
2022-08-31,SKU-ALPHA,389.0,21.24,True
2022-09-01,SKU-ALPHA,321.0,21.24,True
2022-09-02,SKU-ALPHA,373.0,21.24,True
2022-09-03,SKU-ALPHA,388.0,21.24,True
2022-09-04,SKU-ALPHA,308.0,21.24,True
2022-09-05,SKU-ALPHA,407.0,21.24,True
2022-09-06,SKU-ALPHA,392.0,21.24,True
2022-09-07,SKU-ALPHA,334.0,21.24,True
2022-09-08,SKU-ALPHA,262.0,24.99,False
2022-09-09,SKU-ALPHA,264.0,24.99,False
2022-09-10,SKU-ALPHA,201.0,24.99,False
2022-09-11,SKU-ALPHA,242.0,24.99,False
2022-09-12,SKU-ALPHA,237.0,24.99,False
2022-09-13,SKU-ALPHA,237.0,24.99,False
2022-09-14,SKU-ALPHA,213.0,24.99,False
2022-09-15,SKU-ALPHA,235.0,24.99,False
2022-09-16,SKU-ALPHA,247.0,24.99,False
2022-09-17,SKU-ALPHA,285.0,24.99,False
2022-09-18,SKU-ALPHA,239.0,24.99,False
2022-09-19,SKU-ALPHA,234.0,24.99,False
2022-09-20,SKU-ALPHA,262.0,24.99,False
2022-09-21,SKU-ALPHA,220.0,24.99,False
2022-09-22,SKU-ALPHA,228.0,24.99,False
2022-09-23,SKU-ALPHA,206.0,24.99,False
2022-09-24,SKU-ALPHA,289.0,24.99,False
2022-09-25,SKU-ALPHA,248.0,24.99,False
2022-09-26,SKU-ALPHA,248.0,24.99,False
2022-09-27,SKU-ALPHA,239.0,24.99,False
2022-09-28,SKU-ALPHA,229.0,24.99,False
2022-09-29,SKU-ALPHA,236.0,24.99,False
2022-09-30,SKU-ALPHA,236.0,24.99,False
2022-10-01,SKU-ALPHA,243.0,24.99,False
2022-10-02,SKU-ALPHA,224.0,24.99,False
2022-10-03,SKU-ALPHA,255.0,24.99,False
2022-10-04,SKU-ALPHA,232.0,24.99,False
2022-10-05,SKU-ALPHA,221.0,24.99,False
2022-10-06,SKU-ALPHA,215.0,24.99,False
2022-10-07,SKU-ALPHA,223.0,24.99,False
2022-10-08,SKU-ALPHA,278.0,24.99,False
2022-10-09,SKU-ALPHA,229.0,24.99,False
2022-10-10,SKU-ALPHA,222.0,24.99,False
2022-10-11,SKU-ALPHA,210.0,24.99,False
2022-10-12,SKU-ALPHA,196.0,24.99,False
2022-10-13,SKU-ALPHA,221.0,24.99,False
2022-10-14,SKU-ALPHA,250.0,24.99,False
2022-10-15,SKU-ALPHA,230.0,24.99,False
2022-10-16,SKU-ALPHA,210.0,24.99,False
2022-10-17,SKU-ALPHA,212.0,24.99,False
2022-10-18,SKU-ALPHA,215.0,24.99,False
2022-10-19,SKU-ALPHA,183.0,24.99,False
2022-10-20,SKU-ALPHA,214.0,24.99,False
2022-10-21,SKU-ALPHA,210.0,24.99,False
2022-10-22,SKU-ALPHA,253.0,24.99,False
2022-10-23,SKU-ALPHA,196.0,24.99,False
2022-10-24,SKU-ALPHA,223.0,24.99,False
2022-10-25,SKU-ALPHA,238.0,24.99,False
2022-10-26,SKU-ALPHA,204.0,24.99,False
2022-10-27,SKU-ALPHA,203.0,24.99,False
2022-10-28,SKU-ALPHA,227.0,24.99,False
2022-10-29,SKU-ALPHA,230.0,24.99,False
2022-10-30,SKU-ALPHA,273.0,21.24,True
2022-10-31,SKU-ALPHA,315.0,21.24,True
2022-11-01,SKU-ALPHA,352.0,21.24,True
2022-11-02,SKU-ALPHA,202.0,24.99,False
2022-11-03,SKU-ALPHA,207.0,24.99,False
2022-11-04,SKU-ALPHA,199.0,24.99,False
2022-11-05,SKU-ALPHA,233.0,24.99,False
2022-11-06,SKU-ALPHA,181.0,24.99,False
2022-11-07,SKU-ALPHA,185.0,24.99,False
2022-11-08,SKU-ALPHA,226.0,24.99,False
2022-11-09,SKU-ALPHA,187.0,24.99,False
2022-11-10,SKU-ALPHA,228.0,24.99,False
2022-11-11,SKU-ALPHA,247.0,24.99,False
2022-11-12,SKU-ALPHA,228.0,24.99,False
2022-11-13,SKU-ALPHA,211.0,24.99,False
2022-11-14,SKU-ALPHA,238.0,24.99,False
2022-11-15,SKU-ALPHA,196.0,24.99,False
2022-11-16,SKU-ALPHA,190.0,24.99,False
2022-11-17,SKU-ALPHA,180.0,24.99,False
2022-11-18,SKU-ALPHA,215.0,24.99,False
2022-11-19,SKU-ALPHA,250.0,24.99,False
2022-11-20,SKU-ALPHA,216.0,24.99,False
2022-11-21,SKU-ALPHA,183.0,24.99,False
2022-11-22,SKU-ALPHA,182.0,24.99,False
2022-11-23,SKU-ALPHA,189.0,24.99,False
2022-11-24,SKU-ALPHA,208.0,24.99,False
2022-11-25,SKU-ALPHA,208.0,24.99,False
2022-11-26,SKU-ALPHA,222.0,24.99,False
2022-11-27,SKU-ALPHA,202.0,24.99,False
2022-11-28,SKU-ALPHA,193.0,24.99,False
2022-11-29,SKU-ALPHA,195.0,24.99,False
2022-11-30,SKU-ALPHA,200.0,24.99,False
2022-12-01,SKU-ALPHA,200.0,24.99,False
2022-12-02,SKU-ALPHA,220.0,24.99,False
2022-12-03,SKU-ALPHA,253.0,24.99,False
2022-12-04,SKU-ALPHA,206.0,24.99,False
2022-12-05,SKU-ALPHA,198.0,24.99,False
2022-12-06,SKU-ALPHA,165.0,24.99,False
2022-12-07,SKU-ALPHA,203.0,24.99,False
2022-12-08,SKU-ALPHA,165.0,24.99,False
2022-12-09,SKU-ALPHA,183.0,24.99,False
2022-12-10,SKU-ALPHA,337.0,21.24,True
2022-12-11,SKU-ALPHA,300.0,21.24,True
2022-12-12,SKU-ALPHA,281.0,21.24,True
2022-12-13,SKU-ALPHA,238.0,21.24,True
2022-12-14,SKU-ALPHA,274.0,21.24,True
2022-12-15,SKU-ALPHA,368.0,21.24,True
2022-12-16,SKU-ALPHA,433.0,21.24,True
2022-12-17,SKU-ALPHA,350.0,24.99,False
2022-12-18,SKU-ALPHA,268.0,24.99,False
2022-12-19,SKU-ALPHA,247.0,24.99,False
2022-12-20,SKU-ALPHA,235.0,24.99,False
2022-12-21,SKU-ALPHA,263.0,24.99,False
2022-12-22,SKU-ALPHA,266.0,24.99,False
2022-12-23,SKU-ALPHA,254.0,24.99,False
2022-12-24,SKU-ALPHA,295.0,24.99,False
2022-12-25,SKU-ALPHA,236.0,24.99,False
2022-12-26,SKU-ALPHA,293.0,24.99,False
2022-12-27,SKU-ALPHA,288.0,24.99,False
2022-12-28,SKU-ALPHA,291.0,24.99,False
2022-12-29,SKU-ALPHA,260.0,24.99,False
2022-12-30,SKU-ALPHA,298.0,24.99,False
2022-12-31,SKU-ALPHA,290.0,24.99,False
2023-01-01,SKU-ALPHA,190.0,24.99,False
2023-01-02,SKU-ALPHA,192.0,24.99,False
2023-01-03,SKU-ALPHA,173.0,24.99,False
2023-01-04,SKU-ALPHA,172.0,24.99,False
2023-01-05,SKU-ALPHA,217.0,24.99,False
2023-01-06,SKU-ALPHA,209.0,24.99,False
2023-01-07,SKU-ALPHA,223.0,24.99,False
2023-01-08,SKU-ALPHA,216.0,24.99,False
2023-01-09,SKU-ALPHA,169.0,24.99,False
2023-01-10,SKU-ALPHA,184.0,24.99,False
2023-01-11,SKU-ALPHA,294.0,21.24,True
2023-01-12,SKU-ALPHA,308.0,21.24,True
2023-01-13,SKU-ALPHA,301.0,21.24,True
2023-01-14,SKU-ALPHA,351.0,21.24,True
2023-01-15,SKU-ALPHA,297.0,21.24,True
2023-01-16,SKU-ALPHA,262.0,21.24,True
2023-01-17,SKU-ALPHA,267.0,21.24,True
2023-01-18,SKU-ALPHA,217.0,24.99,False
2023-01-19,SKU-ALPHA,217.0,24.99,False
2023-01-20,SKU-ALPHA,181.0,24.99,False
2023-01-21,SKU-ALPHA,252.0,24.99,False
2023-01-22,SKU-ALPHA,215.0,24.99,False
2023-01-23,SKU-ALPHA,231.0,24.99,False
2023-01-24,SKU-ALPHA,197.0,24.99,False
2023-01-25,SKU-ALPHA,200.0,24.99,False
2023-01-26,SKU-ALPHA,190.0,24.99,False
2023-01-27,SKU-ALPHA,272.0,24.99,False
2023-01-28,SKU-ALPHA,225.0,24.99,False
2023-01-29,SKU-ALPHA,237.0,24.99,False
2023-01-30,SKU-ALPHA,197.0,24.99,False
2023-01-31,SKU-ALPHA,211.0,24.99,False
2023-02-01,SKU-ALPHA,178.0,24.99,False
2023-02-02,SKU-ALPHA,208.0,24.99,False
2023-02-03,SKU-ALPHA,246.0,24.99,False
2023-02-04,SKU-ALPHA,207.0,24.99,False
2023-02-05,SKU-ALPHA,232.0,24.99,False
2023-02-06,SKU-ALPHA,220.0,24.99,False
2023-02-07,SKU-ALPHA,192.0,24.99,False
2023-02-08,SKU-ALPHA,204.0,24.99,False
2023-02-09,SKU-ALPHA,210.0,24.99,False
2023-02-10,SKU-ALPHA,229.0,24.99,False
2023-02-11,SKU-ALPHA,226.0,24.99,False
2023-02-12,SKU-ALPHA,289.0,21.24,True
2023-02-13,SKU-ALPHA,308.0,21.24,True
2023-02-14,SKU-ALPHA,285.0,21.24,True
2023-02-15,SKU-ALPHA,280.0,21.24,True
2023-02-16,SKU-ALPHA,324.0,21.24,True
2023-02-17,SKU-ALPHA,254.0,24.99,False
2023-02-18,SKU-ALPHA,210.0,24.99,False
2023-02-19,SKU-ALPHA,220.0,24.99,False
2023-02-20,SKU-ALPHA,210.0,24.99,False
2023-02-21,SKU-ALPHA,202.0,24.99,False
2023-02-22,SKU-ALPHA,240.0,24.99,False
2023-02-23,SKU-ALPHA,219.0,24.99,False
2023-02-24,SKU-ALPHA,273.0,24.99,False
2023-02-25,SKU-ALPHA,231.0,24.99,False
2023-02-26,SKU-ALPHA,233.0,24.99,False
2023-02-27,SKU-ALPHA,224.0,24.99,False
2023-02-28,SKU-ALPHA,211.0,24.99,False
2023-03-01,SKU-ALPHA,241.0,24.99,False
2023-03-02,SKU-ALPHA,232.0,24.99,False
2023-03-03,SKU-ALPHA,260.0,24.99,False
2023-03-04,SKU-ALPHA,254.0,24.99,False
2023-03-05,SKU-ALPHA,208.0,24.99,False
2023-03-06,SKU-ALPHA,232.0,24.99,False
2023-03-07,SKU-ALPHA,233.0,24.99,False
2023-03-08,SKU-ALPHA,254.0,24.99,False
2023-03-09,SKU-ALPHA,221.0,24.99,False
2023-03-10,SKU-ALPHA,252.0,24.99,False
2023-03-11,SKU-ALPHA,221.0,24.99,False
2023-03-12,SKU-ALPHA,250.0,24.99,False
2023-03-13,SKU-ALPHA,216.0,24.99,False
2023-03-14,SKU-ALPHA,199.0,24.99,False
2023-03-15,SKU-ALPHA,239.0,24.99,False
2023-03-16,SKU-ALPHA,271.0,24.99,False
2023-03-17,SKU-ALPHA,223.0,24.99,False
2023-03-18,SKU-ALPHA,241.0,24.99,False
2023-03-19,SKU-ALPHA,226.0,24.99,False
2023-03-20,SKU-ALPHA,220.0,24.99,False
2023-03-21,SKU-ALPHA,252.0,24.99,False
2023-03-22,SKU-ALPHA,228.0,24.99,False
2023-03-23,SKU-ALPHA,236.0,24.99,False
2023-03-24,SKU-ALPHA,279.0,24.99,False
2023-03-25,SKU-ALPHA,255.0,24.99,False
2023-03-26,SKU-ALPHA,258.0,24.99,False
2023-03-27,SKU-ALPHA,229.0,24.99,False
2023-03-28,SKU-ALPHA,222.0,24.99,False
2023-03-29,SKU-ALPHA,210.0,24.99,False
2023-03-30,SKU-ALPHA,302.0,24.99,False
2023-03-31,SKU-ALPHA,263.0,24.99,False
2023-04-01,SKU-ALPHA,286.0,24.99,False
2023-04-02,SKU-ALPHA,253.0,24.99,False
2023-04-03,SKU-ALPHA,261.0,24.99,False
2023-04-04,SKU-ALPHA,256.0,24.99,False
2023-04-05,SKU-ALPHA,301.0,24.99,False
2023-04-06,SKU-ALPHA,239.0,24.99,False
2023-04-07,SKU-ALPHA,345.0,21.24,True
2023-04-08,SKU-ALPHA,377.0,21.24,True
2023-04-09,SKU-ALPHA,331.0,21.24,True
2023-04-10,SKU-ALPHA,407.0,21.24,True
2023-04-11,SKU-ALPHA,279.0,24.99,False
2023-04-12,SKU-ALPHA,240.0,24.99,False
2023-04-13,SKU-ALPHA,236.0,24.99,False
2023-04-14,SKU-ALPHA,274.0,24.99,False
2023-04-15,SKU-ALPHA,329.0,24.99,False
2023-04-16,SKU-ALPHA,198.0,24.99,False
2023-04-17,SKU-ALPHA,281.0,24.99,False
2023-04-18,SKU-ALPHA,240.0,24.99,False
2023-04-19,SKU-ALPHA,293.0,24.99,False
2023-04-20,SKU-ALPHA,249.0,24.99,False
2023-04-21,SKU-ALPHA,281.0,24.99,False
2023-04-22,SKU-ALPHA,258.0,24.99,False
2023-04-23,SKU-ALPHA,246.0,24.99,False
2023-04-24,SKU-ALPHA,307.0,24.99,False
2023-04-25,SKU-ALPHA,291.0,24.99,False
2023-04-26,SKU-ALPHA,263.0,24.99,False
2023-04-27,SKU-ALPHA,258.0,24.99,False
2023-04-28,SKU-ALPHA,244.0,24.99,False
2023-04-29,SKU-ALPHA,293.0,24.99,False
2023-04-30,SKU-ALPHA,274.0,24.99,False
2023-05-01,SKU-ALPHA,276.0,24.99,False
2023-05-02,SKU-ALPHA,273.0,24.99,False
2023-05-03,SKU-ALPHA,250.0,24.99,False
2023-05-04,SKU-ALPHA,284.0,24.99,False
2023-05-05,SKU-ALPHA,298.0,24.99,False
2023-05-06,SKU-ALPHA,345.0,24.99,False
2023-05-07,SKU-ALPHA,326.0,24.99,False
2023-05-08,SKU-ALPHA,279.0,24.99,False
2023-05-09,SKU-ALPHA,260.0,24.99,False
2023-05-10,SKU-ALPHA,280.0,24.99,False
2023-05-11,SKU-ALPHA,274.0,24.99,False
2023-05-12,SKU-ALPHA,283.0,24.99,False
2023-05-13,SKU-ALPHA,452.0,21.24,True
2023-05-14,SKU-ALPHA,372.0,21.24,True
2023-05-15,SKU-ALPHA,438.0,21.24,True
2023-05-16,SKU-ALPHA,407.0,21.24,True
2023-05-17,SKU-ALPHA,292.0,24.99,False
2023-05-18,SKU-ALPHA,289.0,24.99,False
2023-05-19,SKU-ALPHA,287.0,24.99,False
2023-05-20,SKU-ALPHA,290.0,24.99,False
2023-05-21,SKU-ALPHA,281.0,24.99,False
2023-05-22,SKU-ALPHA,276.0,24.99,False
2023-05-23,SKU-ALPHA,293.0,24.99,False
2023-05-24,SKU-ALPHA,289.0,24.99,False
2023-05-25,SKU-ALPHA,260.0,24.99,False
2023-05-26,SKU-ALPHA,313.0,24.99,False
2023-05-27,SKU-ALPHA,282.0,24.99,False
2023-05-28,SKU-ALPHA,274.0,24.99,False
2023-05-29,SKU-ALPHA,285.0,24.99,False
2023-05-30,SKU-ALPHA,236.0,24.99,False
2023-05-31,SKU-ALPHA,294.0,24.99,False
2023-06-01,SKU-ALPHA,303.0,24.99,False
